full_name_of_repo,commit_sha,path
lavab/web,d3e57ec5ebbe24f695d96ccac268a93c9c48e593,README.md
lemire/javaewah,185eb5d8d8ab46b3400bcb6c3d94fb4210c4447f,README.md
lemire/javaewah,38acad4789cc2168c831886e6a4fcf07be14d3a7,README.md
lemire/javaewah,6ba032e483fb44f8d753e3c6f5207779760d72c5,README.md
lemire/javaewah,cfc4f4f92f0d2fd31bacfcabc1e1f5cb0803daeb,README.md
lindegroup/autopkgr,d82f9d3cda4227ba24277fa90ab4d0ddfb0151d0,README.md
linkedin/goavro,fc9e7d041c85e5fbe53599db86cb854cb7607c73,README.md
ljfranklin/terraform-resource,65105230b2a6c0a7efcf9656edf7247962935167,README.md
ljfranklin/terraform-resource,dd3a3a1c689312f688e80a87a856f4c279bb7c55,README.md
mapbox/vtquery,506041e31858bddf1f8678f8d0f17f8bd1aee798,README.md
mapbox/vtquery,a569cddf4b8cdc2713afdaabdac472b902c28dc6,README.md
maproulette/maproulette-backend,99cf36b28faf2c128e93a6205af54192865f4917,README.md
maproulette/maproulette-backend,9c545001d27f088f536702c3f3546164b34d3888,README.md
maproulette/maproulette-backend,edf66dbfc0f59d79633dc02102c308d3d1a84ab5,README.md
martin-stone/hsv-alpha-color-picker-android,263c47e7896ca073ae8549d0c6f196a011185bab,README.md
mattermost/desktop,1fdc7691d787f7a224fa7f6b1075a35ecace3d27,CONTRIBUTING.md
mattermost/desktop,46fdc272c6516efd7b1c4b493c3864d75d0f0622,README.md
mattermost/desktop,90202f1fbe9382c1328b0eff278e4208edb60a5e,CONTRIBUTING.md
metarhia/globalstorage,caf7733e50ff70cf16baa6ecb2dcc5b1e002d955,README.md
mlison/protractor-jasmine2-screenshot-reporter,562b0b139d4b74008ddd832e1e46c1d732b5bce0,README.md
mooz/js2-mode,be0394e00f530fdd999f13e3d653b3eba8977434,README.md
mrvux/dx11-vvvv,6f3d901b712a06bb00cfcce784cbab787b8742fa,README.md
munin-monitoring/munin,d0d20599ede2f9fda442f0dff8b62a56172cf4af,CONTRIBUTING.md
november9/wecansavedemocracy,7f8ba10014619be683ad26b623db85991a848b77,README.md
nuagenetworks/monolithe,aac9e55d88794006d1c075d7281acc92effaccea,README.md
nuxt-community/auth-module,0e80ff5c11d049c69e70ff913e5358dc2717c655,README.md
nuxt-community/auth-module,1ec08829d864ec39608d531d025726d94d69912a,README.md
opendsm/opendsm,6a7ef4a8f7c389794c11dcc56d1bb0f57c5a298c,README.md
opendsm/opendsm,fbc6fd47a9b94a6b5bad9fa9887aa24105f79944,README.md
openenclave/openenclave,14680c9b7598943a44baa6fe618d0f9a1c9dcd37,README.md
openenclave/openenclave,da2d3c2249fe029c84d7143b71b635504db3db07,README.md
openenclave/openenclave,dc3291bef2bcde81563d3f71908da3051de00b9e,README.md
openmrs/openmrs-module-openconceptlab,90d101d001fd43b0708f4e270f5ec6cfb07b6b63,README.md
opnsense/src,46f59593c560adf41eb869882232f88922be751f,CONTRIBUTING.md
opnsense/src,5ef5f51d2bef80b0ede9b10ad5b0e9440b60518c,README.md
pachyderm/pachyderm,0580928239497d061819e3ec1a39c2b825fa3838,README.md
pachyderm/pachyderm,1657748da8117a4ef8c35bf1efe1eb479247d0ba,README.md
pachyderm/pachyderm,48c351aa438962f73ab3938b9544da111975645c,README.md
pachyderm/pachyderm,794a79ffcb78d8a2c06f0038d9d98711a70550c4,README.md
pachyderm/pachyderm,ab4326eb0719cbc7b20893798495dbb4371d5089,README.md
pachyderm/pachyderm,ba8be8c53d37050ac68f38572dcb99116065a2fd,README.md
pachyderm/pachyderm,c16fc7fdb06561f92af445db0d676e2a1ffd3934,README.md
pachyderm/pachyderm,fbe1118f035b6cdef55997a1370656188e86dfa6,README.md
pardeike/Harmony,ece952da9292538901b956483838248c74b943b9,README.md
pardeike/Harmony,edf249b31bd3cc8ec4d01a437c87d9e9b88f2992,README.md
particl/particl.io,47d46ec31b5fd3968c40b1fce2c8b5fab59a3d43,README.md
pauldijou/redux-act,103dee23e38b02e01803c8fe60104dc96c14d0f9,README.md
pauldijou/redux-act,12a8fd3532873d8ece8796524e896f59a2245eac,README.md
pauldijou/redux-act,bc0ba498b35decbf3225dd4073df5e3b16c82cc0,README.md
percival-detector/percivalui,572a7c470a9e1559ab2027dbc2761a292b43a98c,README.md
plasma-umass/doppio,019188694bfb8c031616f7269f63d9713fc302aa,README.md
plasma-umass/doppio,2470e09ca4b7abdfd05993ebe1578f9a40d60a2b,README.md
plasma-umass/doppio,cf19e8214c7ff1f89d42eef5979a2a28308625d8,README.md
plotly/plotly.js,32e374d1a268594701e4f1cd2027f538ebd454dd,CONTRIBUTING.md
plotly/plotly.js,33beb43f40851bb6f68b9d1716129d13fb53aae5,README.md
plotly/plotly.js,498f2ded5179d2293ffde1beef85fd685c412a1c,README.md
plotly/plotly.js,6490c8cfd374539b26348691fcdcd237fcef18ba,README.md
plotly/plotly.js,7a402a32792a133da4ca11ac0e4af4ef98c263d2,CONTRIBUTING.md
plotly/plotly.js,87541f16a0254b8da68995da9f02a03d5c1f3800,README.md
plotly/plotly.js,9699409656ff80afa4a3f653f0fddf892b1200cb,README.md
plotly/plotly.js,98bd1bc4dcd8a7de84a8ad276a004fe5cd26e281,CONTRIBUTING.md
plotly/plotly.js,9abfb4bbb2696f171537d1f6d9771f8aa065b573,README.md
plotly/plotly.js,c7174af3a4cc19fe0466c24ddd36d5afdadc6606,README.md
plotly/plotly.js,e1c4cc3619256591138e0135c1bb0c34861fa6d3,README.md
public-transport/hafas-client,4ba4cefab671fa723574c719474f1bd58d68b110,readme.md
public-transport/hafas-client,9f2dcecf19f77880120308325c985956941c5210,readme.md
public-transport/hafas-client,bcddc49049715d754e8e746443dcfd7c04145921,readme.md
public-transport/hafas-client,d5116c23993a74e261c54e9d9536c3ea9d808c3a,readme.md
pulumi/pulumi-aws,6f33de8264110e19aa3f53a14eda16e40731a850,CONTRIBUTING.md
puppetlabs/puppet-agent,40bb00699cc96efaa7ddf0dfbe33a30d38a71ba1,README.md
puppetlabs/puppet-agent,fabb604b23214910aa409cd5bb27e24900b56866,README.md
quantopian/qdb,01d99efd3d2f8743836086bcd935961f0808ec81,README.md
quantopian/qdb,354946fb441a61f62ab0bf0005698e3cb2705046,README.md
quotient-im/Quaternion,42061aeefe2ac826177b4ea0dbdc652af8780bd5,README.md
rails/activeresource,cf960bea9da6c3f16d7d187c4b63cd0fdb69445c,CONTRIBUTING.md
rapidpro/ureport,091ed282fba93b724405005fa4dce611e6d2d532,README.md
ratt-ru/Stimela-classic,d91bbf461cc0a596d9fbefbd6f88b7b26ef4f521,README.md
rbuckton/grammarkdown,f4f2874b1727c55721ca72b81862da18478aada6,README.md
red6/pdfcompare,63a2b31c38de41647bbbdb43c6b87238ce3ff149,README.md
red6/pdfcompare,6b6e1f3ee182717e82a21105490df61650cf8f90,README.md
red6/pdfcompare,efdf9a55b46f58c174dc90faa8574e046fb1dca0,README.md
rhymix/rhymix,91f11b08d96faa7ead9d46b657e9f66eae36a60f,README.md
robreuss/VirtualGameController,0e462ee36436c09e92ac91becb900193219fc137,README.md
robreuss/VirtualGameController,39bdeb164434ab4be8050d1612f0eece389da8f8,README.md
rocjs/roc,c0cb210e995b8908370921088277bd2e03388fa6,README.md
rollbar/Rollbar.NET,2b3c8928f7603c2d8fd5fea7260a88e7f55dd2a3,README.md
rollbar/Rollbar.NET,475d0f9e0e33c7b7c17c2af1a506e29f26ac1c20,README.md
rollbar/Rollbar.NET,e1632e3d87b101a3e90d701f05c9d08b2d520ffe,README.md
ryanbinns/ttwatch,d6e5f8a84b6a838a0ddbb750f47aacf9b0291860,README.md
scalacenter/bloop,1eefc9bdf2a149968a5d2034e1e7684822c9a2fe,README.md
